;Unnamed: 0;Area_Plantio;Perc_Falha;Perc_Infest_Inv;Ciclo;CD_CLAS_DECL;QT_IDMIN_PLA;QT_IDMAX_PLA;CD_SIST_PLAN;Variedade;Estagio;Data_Plantio;Ambiente;Ph;Mo;P;K;Ca;Mg;H_al;Al;S;Na;Sb;Ctc;V;VM;CORR_T;FERT_KG;FERT_L;FUNG_L;HERB_KG;HERB_L;INSET_KG;INSET_L;RESI_M3;RESI_T;Temp_Med;Temp_max;Temp_min;UR_med;UR_max;Ur_min;Vel_vento_ms;Rad_Solar_MJm2;Chuva;EPT_mm;dia;mes;ano
698;698;1.54;0.0252;0.0;Inverno;1;12;15;6;RB92579;Descanso;06/06/2017;D;5.85;7.5;7.5;2.12;12.135;5.07;11.5;0.38;0.0;0.0;19.325;31.0;62.0;5.71;0.0;0.0;0.0;0.95;1.0;1.04;0.95;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
699;699;7.83;0.0168;0.0511;Inverno;1;12;15;6;RB92579;Descanso;07/06/2017;D;5.85;7.5;7.5;2.12;12.135;5.07;11.5;0.38;0.0;0.0;19.325;31.0;62.0;6.28;0.0;0.0;0.0;0.95;1.0;1.04;0.95;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
700;700;11.32;0.0014;0.0057;Inverno;1;12;15;6;RB92579;Descanso;07/06/2017;D;5.85;7.5;7.5;2.12;12.135;5.07;11.5;0.38;0.0;0.0;19.325;31.0;62.0;6.82;0.0;0.0;0.0;0.95;1.0;1.04;0.0;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
701;701;13.9;0.0836;0.0;Inverno;1;12;15;6;RB855156;Descanso;28/06/2017;mB;4.9;18.5;4.5;0.61;10.98;6.5;24.0;1.65;0.0;0.0;18.09;42.5;38.5;6.43;0.0;0.0;0.0;1.05;1.03;1.1;0.9;1.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
702;702;11.2;0.0706;0.0;Inverno;1;12;15;6;RB855156;Descanso;28/06/2017;mB;4.9;18.5;4.5;0.61;10.98;6.5;24.0;1.65;0.0;0.0;18.09;42.5;38.5;6.77;0.0;0.0;0.0;1.05;1.04;1.1;0.9;1.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
703;703;2.16;0.0959;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/05/2017;mD;4.9;18.5;4.5;0.61;10.98;6.5;24.0;1.65;0.0;0.0;18.09;42.5;38.5;6.02;0.0;0.0;0.0;1.05;1.04;1.1;0.9;1.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
704;704;13.32;0.0295;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/05/2017;mD;4.9;18.5;4.5;0.61;10.98;6.5;24.0;1.65;0.0;0.0;18.09;42.5;38.5;6.56;0.0;0.0;0.0;1.05;1.04;1.1;0.9;1.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
705;705;17.62;0.0495;0.0;Inverno;1;12;15;6;RB855156;Descanso;02/05/2017;mD;4.9;18.5;4.5;0.61;10.98;6.5;24.0;1.65;0.0;0.0;18.09;42.5;38.5;7.1;0.0;0.0;0.0;1.05;1.04;1.1;0.9;1.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
706;706;9.29;0.0774;0.0;Inverno;1;12;15;6;RB855156;Descanso;01/05/2017;mB;4.3;16.0;5.0;0.56;5.48;2.8;26.0;3.875;0.0;0.0;8.84;34.5;24.0;6.46;0.0;1.0;0.0;1.68;1.04;1.1;0.94;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
707;707;1.55;0.1465;0.0;Inverno;1;12;15;6;RB855156;Descanso;26/04/2017;mB;4.3;16.0;5.0;0.56;5.48;2.8;26.0;3.875;0.0;0.0;8.84;34.5;24.0;6.34;0.0;1.0;0.0;1.68;1.04;1.1;0.94;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
708;708;13.3;0.1007;0.0;Inverno;1;12;15;6;RB855156;Descanso;01/05/2017;mB;4.4;17.0;5.0;0.61;4.83;2.68;27.5;4.31;0.0;0.0;8.12;35.5;22.0;6.36;0.0;1.0;0.0;1.68;1.04;1.1;0.94;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
709;709;11.59;0.1364;0.0;Inverno;1;12;15;6;RB855156;Descanso;26/04/2017;mB;4.4;17.0;5.0;0.61;4.83;2.68;27.5;4.31;0.0;0.0;8.12;35.5;22.0;6.66;0.0;1.0;0.0;1.68;1.04;1.1;0.94;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
710;710;5.83;0.0402;0.0009;Inverno;1;12;15;6;CV7870;Descanso;25/04/2017;mB;4.65;11.0;3.0;0.74;10.505;4.835;24.0;1.01;0.0;0.0;16.08;40.0;39.5;6.29;0.0;0.0;0.0;0.0;1.05;1.05;1.0;1.01;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
711;711;3.62;0.1562;0.0169;Inverno;2;12;15;6;CV7870;Descanso;25/04/2017;mB;4.65;11.0;3.0;0.74;10.505;4.835;24.0;1.01;0.0;0.0;16.08;40.0;39.5;5.12;0.0;0.0;0.0;0.0;1.05;1.05;0.0;1.01;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
712;712;14.49;0.0345;0.0;Inverno;1;12;15;6;RB855156;Descanso;18/05/2017;B;4.4;14.0;5.5;2.48;10.89;3.33;23.0;1.86;0.0;0.0;16.7;39.5;42.0;5.37;0.0;0.0;0.0;0.0;1.0;1.0;0.95;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
713;713;0.21;0.009000000000000001;0.0;Inverno;1;12;15;6;RB855156;Descanso;18/05/2017;B;5.0;7.5;12.0;1.365;15.08;8.84;19.0;0.33;0.0;0.0;25.285;44.0;56.5;5.34;0.0;0.0;0.0;0.0;1.0;1.0;0.95;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
714;714;0.56;0.0527;0.0;Inverno;1;12;15;6;RB855156;Descanso;18/05/2017;B;5.25;6.0;2.5;1.15;15.91;10.14;19.0;0.32;0.0;0.0;27.2;46.0;58.5;6.05;0.0;0.0;0.0;0.0;1.0;1.0;0.95;0.0;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
715;715;5.17;0.1021;0.0002;Inverno;1;12;15;6;RB855156;Descanso;17/05/2017;A;4.65;20.0;6.5;1.305;15.475;6.055;19.5;1.265;0.0;0.0;22.835;42.5;53.5;6.23;0.0;0.0;0.0;0.0;1.0;1.0;0.95;0.95;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
716;716;17.69;0.025;0.0055;Inverno;1;12;15;6;RB855156;Descanso;17/05/2017;B;4.8;15.0;5.0;1.785;28.425;11.39;32.5;0.665;0.0;0.0;41.6;74.0;55.5;5.93;0.0;0.0;0.0;0.0;1.0;1.0;0.95;0.95;0.0;0.0;24.13;30.73;20.03;76.27;92.5;47.41;1.6;20.93;297.4;156.18;-1;-1;-1
717;717;14.87;0.0559;0.0;Inverno;1;12;15;6;RB966928;Descanso;23/04/2017;mE;5.475;15.25;6.225;1.165;21.575;7.025;18.645;0.0;0.0;0.0;0.0;0.0;0.0;6.99;0.0;1.0;0.0;0.0;0.0;1.02;0.97;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
718;718;10.48;0.0166;0.0;Inverno;1;12;15;6;RB966928;Descanso;20/04/2017;mC;5.45;25.0;14.0;2.91;27.115;9.96;25.0;0.15;0.0;0.0;39.985;65.0;60.5;;0.0;1.0;0.0;0.0;0.0;1.04;0.98;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
719;719;21.56;0.1067;0.0;Inverno;1;5;13;6;CTC9001;Descanso;04/04/2017;mE;5.2;16.5;7.25;2.125;22.05;7.85;23.775;0.0;0.0;0.0;0.0;0.0;0.0;6.95;0.0;1.0;0.0;0.0;0.0;1.03;0.97;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
720;720;32.26;0.2638;0.0;Inverno;1;5;13;6;CTC9001;Descanso;03/04/2017;mC;5.8;24.0;20.35;3.545;38.15;15.15;21.335;0.0;0.0;0.0;0.0;0.0;0.0;6.78;0.0;0.0;0.0;0.0;0.0;1.04;0.97;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
721;721;1.83;0.622;0.0;Inverno;1;5;13;6;CTC9001;Descanso;23/04/2017;mC;5.2;16.5;7.25;2.125;22.05;7.85;23.775;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.05;0.97;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
722;722;11.95;0.0186;0.0;Inverno;1;12;15;6;RB966928;Descanso;21/04/2017;mE;5.7;13.5;4.9;0.325;23.35;7.5;14.35;0.0;0.0;0.0;0.0;0.0;0.0;6.87;0.0;1.0;0.0;0.0;0.0;1.04;0.97;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
723;723;26.91;0.0134;0.0;Inverno;1;12;15;6;RB966928;Descanso;21/04/2017;mE;5.25;17.0;7.55;1.995;19.8;6.55;22.935;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;1.04;0.98;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
724;724;35.97;0.1218;0.0;Inverno;1;5;13;6;CTC9001;Descanso;19/04/2017;mC;5.8;24.0;20.35;3.545;38.15;15.15;21.335;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;1.04;0.98;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
725;725;34.48;0.0847;0.0;Inverno;1;12;15;6;RB966928;Descanso;19/04/2017;mC;5.8;24.0;20.35;3.545;38.15;15.15;21.335;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;1.04;0.98;0.95;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
726;726;3.86;0.1859;0.0;Inverno;1;12;15;6;CV6654;Descanso;10/04/2017;mF;5.45;32.0;17.5;2.58;34.145;13.44;20.0;0.0;0.0;0.0;50.165;70.0;71.0;6.61;0.0;0.0;0.0;0.0;1.05;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
727;727;0.73;0.1908;0.0;Inverno;2;12;15;6;CV6654;Descanso;10/04/2017;mF;5.55;33.0;32.5;2.64;43.825;15.655;18.0;0.0;0.0;0.0;62.12;80.0;77.0;6.75;0.0;0.0;0.0;0.0;1.05;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
728;728;27.64;0.0374;0.0;Inverno;2;12;15;6;CV6654;Descanso;12/04/2017;mE;5.25;16.5;6.0;0.69;18.905;6.58;21.5;0.0;0.0;0.0;26.175;48.0;53.0;6.49;0.0;0.0;0.0;0.0;1.05;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
729;729;8.33;0.0606;0.0;Inverno;2;12;15;6;CV6654;Descanso;04/04/2017;mE;5.25;16.5;6.0;0.69;18.905;6.58;21.5;0.0;0.0;0.0;26.175;48.0;53.0;6.41;0.0;0.0;0.0;0.0;1.03;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
730;730;4.03;0.0239;0.0;Inverno;2;12;15;6;CV6654;Descanso;11/04/2017;mE;5.1;19.0;7.0;0.985;19.905;6.885;24.5;0.14;0.0;0.0;27.775;52.5;52.5;;0.0;0.0;0.0;0.0;1.03;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
731;731;2.76;0.042;0.0;Inverno;2;12;15;6;CV6654;Descanso;10/04/2017;mE;5.1;19.0;7.0;0.985;19.905;6.885;24.5;0.14;0.0;0.0;27.775;52.5;52.5;;0.0;0.0;0.0;0.0;1.03;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
732;732;5.67;0.008;0.0;Inverno;2;12;15;6;CV6654;Descanso;11/04/2017;mE;5.1;19.0;7.0;0.985;19.905;6.885;24.5;0.14;0.0;0.0;27.775;52.5;52.5;;0.0;0.0;0.0;0.0;1.03;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
733;733;18.7;0.0478;0.0;Inverno;2;12;15;6;CV6654;Descanso;03/04/2017;mE;5.1;19.0;7.0;0.985;19.905;6.885;24.5;0.14;0.0;0.0;27.775;52.5;52.5;;0.0;0.0;0.0;0.0;1.0;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
734;734;17.03;0.0394;0.0;Inverno;1;12;15;6;CV6654;Descanso;01/04/2017;mC;5.45;31.0;22.0;2.635;41.03;12.875;21.5;0.0;0.0;0.0;56.54;78.0;72.0;;0.0;0.0;0.0;0.0;1.03;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
735;735;2.79;0.0876;0.0;Inverno;2;12;15;6;CV6654;Descanso;08/04/2017;mF;5.3;35.0;19.0;3.01;46.84;13.955;23.0;0.0;0.0;0.0;63.805;87.0;72.5;7.06;0.0;0.0;0.0;0.0;1.05;1.05;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
736;736;1.53;0.1759;0.0;Inverno;1;12;15;6;CV6654;Descanso;08/04/2017;mC;5.45;31.0;22.0;2.635;41.03;12.875;21.5;0.0;0.0;0.0;56.54;78.0;72.0;6.1;0.0;0.0;0.0;0.0;1.05;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
737;737;8.5;0.29;0.0;Inverno;1;12;15;6;CV6654;Descanso;08/04/2017;mC;5.45;31.0;22.0;2.635;41.03;12.875;21.5;0.0;0.0;0.0;56.54;78.0;72.0;6.21;0.0;0.0;0.0;0.0;1.05;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
738;738;11.65;0.1514;0.0;Inverno;2;12;15;6;CV6654;Descanso;10/04/2017;mC;5.45;32.0;17.5;2.58;34.145;13.44;20.0;0.0;0.0;0.0;50.165;70.0;71.0;5.98;0.0;0.0;0.0;0.0;1.05;1.04;0.9;0.9;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
739;739;0.8;0.0047;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/04/2017;mB;5.285;23.25;38.4;2.25;45.15;16.16;34.5;0.0;0.0;0.0;63.56;98.0;64.5;6.68;0.0;0.0;0.0;0.0;0.0;1.07;0.0;0.0;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
740;740;0.95;0.0252;0.0;Inverno;1;12;15;6;CTC4;Descanso;23/04/2017;mB;5.345;23.75;37.15;1.95;41.12;16.55;34.5;0.0;0.0;0.0;59.62;94.0;62.5;6.75;0.0;0.0;0.0;0.0;0.0;1.06;1.05;0.0;0.0;0.0;25.83;30.43;21.66;81.61;98.61;62.92;0.24;17.53;0.1;120.61;-1;-1;-1
741;741;5.62;0.015;0.0033;Inverno;1;12;15;6;RB966928;Descanso;16/05/2017;mG;5.1;11.0;9.0;0.365;10.825;3.86;21.0;0.525;0.0;0.0;15.05;36.0;40.5;7.07;1.0;0.0;0.0;0.98;1.01;1.01;0.98;1.0;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
742;742;7.91;0.0212;0.0082;Inverno;1;12;15;6;RB966928;Descanso;16/05/2017;mB;5.1;11.0;9.0;0.365;10.825;3.86;21.0;0.525;0.0;0.0;15.05;36.0;40.5;5.89;1.0;0.0;0.0;0.99;1.01;1.01;0.0;0.99;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
743;743;3.68;0.0407;0.0;Inverno;1;12;15;6;RB966928;Descanso;16/05/2017;mE;5.1;11.0;9.0;0.365;10.825;3.86;21.0;0.525;0.0;0.0;15.05;36.0;40.5;6.76;1.0;0.0;0.0;0.99;1.01;1.01;0.0;0.99;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
744;744;23.67;0.0146;0.0077;Inverno;1;12;15;6;RB966928;Descanso;13/05/2017;mF;5.1;11.0;9.0;0.365;10.825;3.86;21.0;0.525;0.0;0.0;15.05;36.0;40.5;6.38;1.0;1.02;0.0;0.98;1.04;1.01;0.98;1.0;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
745;745;22.87;0.005;0.0054;Inverno;1;12;15;6;RB966928;Descanso;13/05/2017;mF;5.1;11.0;9.0;0.365;10.825;3.86;21.0;0.525;0.0;0.0;15.05;36.0;40.5;;0.0;1.02;0.0;1.01;1.01;1.01;1.01;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
746;746;15.6;0.0096;0.0;Inverno;1;12;15;6;RB966928;Descanso;12/05/2017;mF;5.1;11.0;9.0;0.365;10.825;3.86;21.0;0.525;0.0;0.0;15.05;36.0;40.5;;0.0;1.02;0.0;0.95;1.01;1.01;0.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
747;747;1.17;0.0772;0.0;Inverno;1;12;15;6;RB966928;Descanso;13/05/2017;mF;5.1;11.0;9.0;0.365;10.825;3.86;21.0;0.525;0.0;0.0;15.05;36.0;40.5;;0.0;1.02;0.0;0.95;1.01;1.01;0.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
748;748;23.56;0.0091;0.002;Inverno;1;12;15;6;RB966928;Descanso;16/05/2017;mF;4.8;15.0;7.0;2.925;19.45;6.865;18.5;0.275;0.0;0.0;29.24;47.5;61.0;6.65;1.0;1.02;0.0;0.99;1.01;1.01;0.0;0.99;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
749;749;25.97;0.0065;0.0017;Inverno;1;12;15;6;RB966928;Descanso;12/05/2017;mF;5.05;11.5;9.5;0.59;13.115;3.75;20.0;0.715;0.0;0.0;17.455;37.5;44.5;;0.0;1.02;0.0;0.95;1.01;1.01;0.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
750;750;15.25;0.011000000000000001;0.0;Inverno;1;12;15;6;RB966928;Descanso;12/05/2017;mB;5.1;16.0;9.5;1.68;15.215;5.72;17.0;0.105;0.0;0.0;22.615;39.5;56.5;5.88;1.0;1.02;0.0;0.95;1.01;1.03;0.0;0.99;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
751;751;0.98;0.08;0.0;Inverno;1;12;15;6;RB966928;Descanso;11/05/2017;mG;5.1;16.0;9.5;1.68;15.215;5.72;17.0;0.105;0.0;0.0;22.615;39.5;56.5;5.81;1.0;1.02;0.0;1.01;1.04;1.03;1.01;0.99;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
752;752;27.44;0.0149;0.0;Inverno;1;12;15;6;RB966928;Descanso;11/05/2017;mG;5.0;12.5;9.5;0.335;8.44;3.395;15.0;0.34;0.0;0.0;12.17;27.0;44.0;6.47;1.0;1.02;0.0;0.95;1.01;1.03;0.0;0.99;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
753;753;32.6;0.0248;0.0038;Inverno;1;12;15;6;RB966928;Descanso;11/05/2017;mE;5.2;10.5;8.5;0.3;8.17;3.31;13.5;0.365;0.0;0.0;11.78;25.0;46.5;7.01;1.0;1.02;0.0;0.95;1.01;1.01;0.0;0.99;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
754;754;17.35;0.0171;0.038;Inverno;1;12;15;6;RB966928;Descanso;17/05/2017;mG;4.7;11.5;10.0;0.38;12.27;2.745;18.5;0.26;0.0;0.0;15.395;34.0;44.5;6.56;1.0;1.02;0.0;0.98;1.01;1.01;0.98;1.0;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
755;755;13.34;0.0146;0.0315;Inverno;1;12;15;6;RB966928;Descanso;17/05/2017;mG;4.85;10.0;8.0;0.31;11.11;3.275;21.0;0.12;0.0;0.0;14.695;36.0;40.0;6.95;1.0;1.02;0.0;0.98;1.01;1.01;0.98;1.0;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
756;756;24.48;0.0108;0.0073;Inverno;1;12;15;6;RB966928;Descanso;16/05/2017;mF;5.1;10.5;9.0;0.36;10.275;4.285;20.0;0.63;0.0;0.0;14.92;34.5;42.0;6.34;1.0;1.02;0.0;0.98;1.01;1.01;0.98;1.0;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
757;757;1.21;0.0677;0.0014;Inverno;1;12;15;6;RB966928;Descanso;17/05/2017;mF;5.1;10.75;9.0;0.365;10.555;4.075;20.5;0.58;0.0;0.0;14.99;35.25;41.25;;0.0;0.0;0.0;0.98;1.01;1.01;0.98;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
758;758;4.68;0.0292;0.0;Inverno;1;12;15;6;RB966928;Descanso;13/05/2017;mC;4.875;14.75;22.25;0.86;18.16;9.48;20.5;0.18;0.0;0.0;28.495;48.75;57.5;5.12;1.0;0.0;0.0;1.0;1.01;0.99;0.0;1.01;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
759;759;8.13;0.0248;0.0;Inverno;1;12;15;6;RB966928;Descanso;13/05/2017;mB;4.825;13.75;29.75;0.9;17.955;8.955;16.5;0.17;0.0;0.0;27.805;44.25;61.5;5.68;1.0;0.0;0.0;1.0;1.01;0.99;0.0;1.01;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
760;760;8.19;0.01;0.0106;Inverno;1;12;15;6;RB966928;Descanso;14/05/2017;mE;4.65;11.75;7.5;0.62;10.53;5.145;13.75;0.26;0.0;0.0;16.29;30.0;53.0;6.36;1.0;0.0;0.0;1.0;1.01;1.01;0.0;1.01;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
761;761;8.41;0.038;0.0307;Inverno;1;12;15;6;RB966928;Descanso;15/05/2017;mE;4.65;11.75;7.5;0.62;10.53;5.145;13.75;0.26;0.0;0.0;16.29;30.0;53.0;5.73;1.0;0.0;0.0;1.0;1.01;1.01;0.0;1.01;0.0;1.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
762;762;3.24;0.0278;0.0383;Inverno;1;12;15;6;RB966928;Descanso;15/05/2017;mE;5.1;10.5;9.0;0.36;10.275;4.285;20.0;0.63;0.0;0.0;14.92;34.5;42.0;;0.0;0.0;0.0;1.0;1.01;1.03;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
763;763;3.5;0.0228;0.0242;Inverno;1;12;15;6;RB966928;Descanso;15/05/2017;mE;5.1;10.5;9.0;0.36;10.275;4.285;20.0;0.63;0.0;0.0;14.92;34.5;42.0;;0.0;0.0;0.0;1.0;1.01;1.03;0.0;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
764;764;10.51;0.0128;0.0634;Inverno;1;12;15;6;RB966928;Descanso;29/04/2017;mE;4.6;10.5;11.5;1.315;8.355;3.405;26.5;4.3;0.0;0.0;13.075;39.5;34.0;;0.0;0.0;0.0;1.03;1.02;1.03;0.95;0.93;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
765;765;32.17;0.0195;0.0227;Inverno;1;12;15;6;RB966928;Descanso;30/04/2017;mE;4.55;12.0;7.0;0.425;13.1;5.565;18.0;0.38;0.0;0.0;19.09;37.0;51.5;6.34;0.0;0.99;0.99;1.07;1.02;1.04;1.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
766;766;20.57;0.0108;0.0;Inverno;1;12;15;6;RB966928;Descanso;02/05/2017;mE;4.7;15.0;11.5;0.525;18.115;8.515;22.0;0.37;0.0;0.0;27.155;49.0;54.5;6.37;0.0;0.99;0.99;1.09;1.02;1.04;1.02;1.01;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
767;767;18.41;0.0116;0.0011;Inverno;1;12;15;6;RB966928;Descanso;30/04/2017;mE;4.8;12.5;20.5;0.37;14.18;8.925;12.5;0.33;0.0;0.0;23.475;36.0;63.0;6.15;0.0;0.99;0.99;1.1;1.02;1.04;1.03;1.02;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
