;Unnamed: 0;Area_Plantio;Perc_Falha;Perc_Infest_Inv;Ciclo;CD_CLAS_DECL;QT_IDMIN_PLA;QT_IDMAX_PLA;CD_SIST_PLAN;Variedade;Estagio;Data_Plantio;Ambiente;Ph;Mo;P;K;Ca;Mg;H_al;Al;S;Na;Sb;Ctc;V;VM;CORR_T;FERT_KG;FERT_L;FUNG_L;HERB_KG;HERB_L;INSET_KG;INSET_L;RESI_M3;RESI_T;Temp_Med;Temp_max;Temp_min;UR_med;UR_max;Ur_min;Vel_vento_ms;Rad_Solar_MJm2;Chuva;EPT_mm;dia;mes;ano
768;768;0.47;0.0387;0.4852;Inverno;1;12;15;6;RB966928;Descanso;02/05/2017;mE;4.95;12.0;17.0;0.315;13.73;6.995;12.0;0.235;0.0;0.0;21.04;33.0;62.5;6.39;0.0;0.0;0.0;0.98;1.02;1.04;0.0;0.92;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
769;769;8.96;0.0334;0.0125;Inverno;1;12;15;6;RB966928;Descanso;29/04/2017;mE;4.95;11.0;15.5;0.31;13.105;6.59;14.5;0.31;0.0;0.0;20.005;34.5;57.0;6.74;0.0;0.0;0.0;0.98;1.02;1.04;0.0;0.92;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
770;770;12.6;0.0243;0.0023;Inverno;1;12;15;6;RB966928;Descanso;29/04/2017;mE;5.85;8.0;3.55;0.425;19.5;12.0;13.75;0.0;4.0;0.0;0.0;0.0;0.0;6.1;0.0;0.0;0.0;0.96;1.02;1.04;0.0;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
771;771;10.61;0.0369;0.0;Inverno;1;12;15;6;RB966928;Descanso;29/04/2017;mE;5.85;8.0;3.55;0.425;19.5;12.0;13.75;0.0;4.0;0.0;0.0;0.0;0.0;6.11;0.0;0.0;0.0;1.1;1.02;1.04;1.03;1.02;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
772;772;4.07;0.0228;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;02/05/2017;mA;5.4;21.5;17.0;0.55;41.3;18.15;24.0;0.235;0.0;0.0;60.0;84.0;71.0;5.27;0.0;0.0;0.0;1.05;1.08;1.05;1.03;0.97;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
773;773;12.98;0.0405;0.0898;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;4.95;19.5;15.5;0.51;21.76;9.725;25.0;0.735;0.0;0.0;31.995;57.0;54.5;5.32;0.0;0.0;0.0;1.05;1.08;1.05;1.03;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
774;774;4.82;0.0249;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;5.65;21.5;25.0;0.835;43.305;19.835;21.5;0.12;0.0;0.0;63.975;85.5;74.5;6.02;0.0;0.0;0.0;1.0;1.08;1.05;0.99;0.88;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
775;775;11.62;0.0969;0.0;Inverno;1;12;15;6;CV6654;Descanso;04/05/2017;mA;5.65;21.5;25.0;0.835;43.305;19.835;21.5;0.12;0.0;0.0;63.975;85.5;74.5;5.53;0.0;0.91;0.0;1.0;1.08;1.09;1.02;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
776;776;9.46;0.0413;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;5.65;21.5;25.0;0.835;43.305;19.835;21.5;0.12;0.0;0.0;63.975;85.5;74.5;5.3;0.0;0.91;0.0;0.98;1.08;1.09;0.99;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
777;777;9.52;0.0623;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;5.5;32.0;44.5;1.38;46.04;22.545;24.0;0.115;0.0;0.0;69.965;94.0;74.0;5.31;0.0;0.91;0.0;0.98;1.08;1.08;1.0;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
778;778;7.63;0.019;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;5.5;32.0;44.5;1.38;46.04;22.545;24.0;0.115;0.0;0.0;69.965;94.0;74.0;6.16;0.0;0.91;0.0;0.99;1.08;1.08;1.01;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
779;779;1.58;0.0041;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;5.4;21.5;17.0;0.55;41.3;18.15;24.0;0.235;0.0;0.0;60.0;84.0;71.0;4.97;0.0;0.0;0.0;1.01;1.08;1.05;1.0;1.05;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
780;780;9.32;0.0453;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;05/05/2017;mA;5.4;21.5;17.0;0.55;41.3;18.15;24.0;0.235;0.0;0.0;60.0;84.0;71.0;5.77;0.0;0.0;0.0;1.0;1.08;1.05;0.99;0.88;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
781;781;5.69;0.0464;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;02/05/2017;mA;5.4;21.5;17.0;0.55;41.3;18.15;24.0;0.235;0.0;0.0;60.0;84.0;71.0;5.89;0.0;0.0;0.0;1.0;1.08;1.05;0.99;0.88;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
782;782;2.29;0.0709;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;05/05/2017;mA;5.4;21.5;17.0;0.55;41.3;18.15;24.0;0.235;0.0;0.0;60.0;84.0;71.0;5.14;0.0;0.0;0.0;1.0;1.08;1.05;0.99;0.88;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
783;783;8.79;0.0257;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;05/05/2017;mA;5.6;27.5;27.0;0.85;43.24;19.88;23.5;0.175;0.0;0.0;63.97;87.5;73.0;5.24;0.0;0.0;0.0;1.03;1.08;1.05;1.02;0.97;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
784;784;5.92;0.0337;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;03/05/2017;mA;5.6;27.5;27.0;0.85;43.24;19.88;23.5;0.175;0.0;0.0;63.97;87.5;73.0;5.25;0.0;0.0;0.0;1.0;1.08;1.05;0.99;0.88;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
785;785;8.71;0.0281;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;5.6;27.5;27.0;0.85;43.24;19.88;23.5;0.175;0.0;0.0;63.97;87.5;73.0;5.18;0.0;0.0;0.0;1.0;1.08;1.05;0.99;0.88;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
786;786;5.91;0.0482;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;04/05/2017;mA;5.6;27.5;27.0;0.85;43.24;19.88;23.5;0.175;0.0;0.0;63.97;87.5;73.0;5.26;0.0;0.0;0.0;1.0;1.08;1.05;0.99;0.88;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
787;787;21.41;0.0119;0.0653;Inverno;1;12;15;6;RB867515;Descanso;29/05/2017;mE;4.7;11.0;57.0;0.645;11.86;4.095;18.0;0.865;0.0;0.0;16.6;34.5;47.5;6.14;0.0;1049.62;0.0;1.03;1.08;1.05;1.03;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
788;788;23.03;0.0111;0.0004;Inverno;1;12;15;6;RB867515;Descanso;29/05/2017;mE;4.75;12.5;28.5;0.59;10.74;6.99;17.5;0.41;0.0;0.0;18.32;36.0;50.5;7.75;0.0;1049.62;0.0;1.03;1.08;1.06;1.03;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
789;789;15.27;0.0119;0.0;Inverno;1;12;15;6;RB966928;Descanso;25/04/2017;mA;4.8;11.5;9.5;0.465;9.035;3.56;17.0;1.05;0.0;0.0;13.06;30.0;43.0;5.63;0.0;998.69;0.0;1.09;1.09;1.1;1.05;1.06;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
790;790;4.66;0.1588;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;07/04/2017;mD;5.6;34.0;20.5;4.08;57.565;27.76;24.0;0.11;0.0;0.0;89.405;113.5;78.0;5.18;0.0;0.0;0.0;1.04;1.08;1.04;1.04;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
791;791;6.38;0.0749;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;19/04/2017;mB;4.5;20.0;14.0;0.445;18.95;4.47;30.5;1.785;0.0;0.0;23.865;54.5;43.0;5.67;0.0;0.0;0.0;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
792;792;8.91;0.0827;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;19/04/2017;mA;4.75;22.0;21.0;0.79;20.375;8.06;23.0;0.75;0.0;0.0;29.225;52.5;54.5;5.84;0.0;0.0;0.0;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
793;793;4.89;0.2863;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;20/04/2017;mA;4.5;20.0;14.0;0.445;18.95;4.47;30.5;1.785;0.0;0.0;23.865;54.5;43.0;5.06;0.0;0.0;0.0;1.0;1.02;1.02;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
794;794;8.37;0.1669;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;20/04/2017;mA;4.5;20.0;14.0;0.445;18.95;4.47;30.5;1.785;0.0;0.0;23.865;54.5;43.0;5.18;0.0;0.0;0.0;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
795;795;4.75;0.1262;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;05/05/2017;mA;4.5;20.0;14.0;0.445;18.95;4.47;30.5;1.785;0.0;0.0;23.865;54.5;43.0;5.27;0.0;0.0;0.0;0.96;1.08;1.05;0.96;0.96;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
796;796;2.72;0.0871;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;19/04/2017;mA;4.5;20.0;14.0;0.445;18.95;4.47;30.5;1.785;0.0;0.0;23.865;54.5;43.0;4.59;0.0;0.0;0.0;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
797;797;0.91;0.1791;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;20/04/2017;mA;4.5;20.0;14.0;0.445;18.95;4.47;30.5;1.785;0.0;0.0;23.865;54.5;43.0;4.23;0.0;0.0;0.0;1.0;1.02;1.02;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
798;798;1.79;0.0895;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;20/04/2017;mB;4.5;20.0;14.0;0.445;18.95;4.47;30.5;1.785;0.0;0.0;23.865;54.5;43.0;4.55;0.0;0.0;0.0;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
799;799;4.76;0.0528;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;18/04/2017;mA;4.45;21.5;14.0;0.485;17.98;4.16;34.0;2.175;0.0;0.0;22.625;57.0;38.5;4.41;0.0;0.0;1.03;1.0;1.05;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
800;800;9.14;0.1461;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;07/04/2017;mA;5.6;34.0;20.5;4.08;57.565;27.76;24.0;0.11;0.0;0.0;89.405;113.5;78.0;5.33;0.0;0.0;0.0;1.04;1.08;1.04;1.04;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
801;801;6.97;0.0155;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;17/04/2017;A;5.85;23.0;15.5;2.84;33.84;18.84;22.0;0.23;0.0;0.0;55.52;77.5;71.5;5.71;0.0;0.0;1.03;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
802;802;7.1;0.0228;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;17/04/2017;A;5.85;23.0;15.5;2.84;33.84;18.84;22.0;0.23;0.0;0.0;55.52;77.5;71.5;5.19;0.0;0.0;1.03;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
803;803;17.43;0.0201;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;20/04/2017;mB;4.45;21.5;14.0;0.485;17.98;4.16;34.0;2.175;0.0;0.0;22.625;57.0;38.5;5.16;0.0;0.0;1.03;1.0;1.08;1.03;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
804;804;21.16;0.0158;0.0;Inverno;2;12;15;6;SP80-3280;Descanso;17/04/2017;mA;4.45;21.5;14.0;0.485;17.98;4.16;34.0;2.175;0.0;0.0;22.625;57.0;38.5;5.17;0.0;0.0;1.03;1.0;1.08;1.04;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
805;805;4.18;0.0614;0.0;Inverno;2;12;15;6;IACSP95-5000;Descanso;07/04/2017;mA;5.6;34.0;20.5;4.08;57.565;27.76;24.0;0.11;0.0;0.0;89.405;113.5;78.0;5.65;0.0;0.0;0.0;1.04;1.08;1.04;1.04;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
806;806;8.26;0.0822;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;18/04/2017;mB;5.1;21.0;28.0;1.77;19.545;5.925;25.5;0.26;0.0;0.0;27.24;52.5;51.5;5.32;0.0;0.0;1.03;1.0;1.02;1.01;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
807;807;6.36;0.0468;0.0;Inverno;2;12;15;6;IACSP95-5000;Descanso;07/04/2017;mD;5.6;34.0;20.5;4.08;57.565;27.76;24.0;0.11;0.0;0.0;89.405;113.5;78.0;5.53;0.0;0.0;0.0;1.04;1.08;1.02;1.04;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
808;808;1.64;0.1275;0.0;Inverno;1;12;15;6;SP80-3280;Descanso;17/04/2017;mB;5.1;21.0;28.0;1.77;19.545;5.925;25.5;0.26;0.0;0.0;27.24;52.5;51.5;5.11;0.0;0.0;1.03;1.0;1.09;0.95;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
809;809;25.18;0.0732;0.0;Inverno;2;12;15;6;SP80-3280;Descanso;18/04/2017;mB;5.2;33.5;21.0;2.365;41.135;17.16;27.0;0.21;0.0;0.0;60.66;88.0;67.5;5.72;0.0;0.0;0.0;1.0;1.02;1.02;0.94;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
810;810;6.49;0.0477;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;07/04/2017;mA;4.5;20.0;15.0;0.52;17.73;4.23;29.0;2.32;0.0;0.0;22.48;51.5;43.0;5.16;0.0;0.0;0.0;1.04;1.02;1.02;1.04;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
811;811;22.69;0.0223;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;05/04/2017;mA;4.7;25.5;5.5;1.005;12.88;5.49;24.5;1.84;0.0;0.0;19.375;44.0;42.0;5.06;0.0;1.02;0.0;1.08;1.0;1.02;1.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
812;812;31.67;0.0195;0.0;Inverno;1;12;15;6;RB92579;Descanso;05/04/2017;mB;5.75;21.0;9.0;5.81;23.885;13.32;16.0;0.23;0.0;0.0;43.015;59.0;72.0;5.06;0.0;1.02;1.07;1.08;1.0;1.02;1.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
813;813;20.47;0.0068;0.0;Inverno;1;12;15;6;IACSP95-5000;Descanso;05/04/2017;mB;5.75;21.0;9.0;5.81;23.885;13.32;16.0;0.23;0.0;0.0;43.015;59.0;72.0;5.88;0.0;1.02;0.0;1.06;1.0;1.02;1.06;0.97;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
814;814;9.05;0.0091;0.0;Inverno;1;12;15;6;RB92579;Cana Planta - 18 m;04/04/2017;mB;4.7;25.5;5.5;1.005;12.88;5.49;24.5;1.84;0.0;0.0;19.375;44.0;42.0;4.72;0.0;1.02;1.07;1.08;1.02;1.02;1.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
815;815;4.2;0.0512;0.0;Inverno;1;12;15;6;RB92579;Descanso;05/04/2017;mA;5.8;18.0;7.0;5.68;21.32;12.055;16.0;0.14;0.0;0.0;39.055;55.0;70.0;4.53;0.0;1.02;1.07;1.08;1.02;1.02;1.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
816;816;20.68;0.0885;0.0;Inverno;1;12;15;6;RB92579;Cana Planta - 18 m;03/04/2017;mA;5.7;17.0;5.5;5.565;18.26;10.84;18.0;0.09;0.0;0.0;34.665;52.5;65.5;4.85;0.0;1.02;1.07;1.08;1.02;1.02;1.0;0.99;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
817;817;49.49;0.0113;0.0;Inverno;1;12;15;6;RB966928;Descanso;09/05/2017;mG;5.3;18.0;40.5;0.945;20.155;12.185;17.0;0.335;0.0;0.0;33.285;50.5;65.5;6.17;0.0;1.0;0.0;1.04;0.82;1.05;1.0;0.98;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
818;818;35.53;0.0195;0.0;Inverno;1;12;15;6;RB966928;Descanso;09/05/2017;mG;5.3;17.0;5.5;0.865;15.73;15.265;16.5;0.21;0.0;0.0;31.86;48.5;65.5;6.06;0.0;1.0;0.0;1.04;0.82;1.05;1.0;0.98;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
819;819;5.42;0.0085;0.0223;Inverno;2;12;15;6;RB966928;Descanso;05/05/2017;mG;5.7;24.0;34.1;4.895;38.625;8.645;22.5;0.265;0.0;0.0;52.165;74.5;69.5;;0.0;1.0;0.0;1.04;0.82;1.03;1.0;0.98;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
820;820;34.66;0.0318;0.0;Inverno;1;12;15;6;RB966928;Descanso;09/05/2017;mG;4.65;12.0;7.0;0.565;7.76;4.465;12.0;1.265;0.0;0.0;12.79;24.5;51.5;6.48;0.0;1.0;0.0;1.04;0.82;1.03;1.0;0.98;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
821;821;19.18;0.0451;0.0;Inverno;1;12;15;6;RB966928;Descanso;10/05/2017;mG;4.7;12.5;3.5;0.46;7.81;4.59;15.5;1.365;0.0;0.0;12.86;28.5;44.5;5.98;0.0;1.0;0.0;1.04;0.82;1.05;1.0;0.98;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
822;822;0.92;0.0182;0.078;Inverno;2;12;15;6;RB966928;Descanso;15/05/2017;mE;5.3;11.0;6.0;0.43;9.625;5.145;15.0;0.24;0.0;0.0;15.2;30.5;49.0;;0.0;0.0;0.0;1.04;1.0;1.03;0.0;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
823;823;4.32;0.0119;0.2401;Inverno;2;12;15;6;RB966928;Descanso;11/05/2017;mE;5.3;11.0;6.0;0.43;9.625;5.145;15.0;0.24;0.0;0.0;15.2;30.5;49.0;;0.0;0.0;0.0;1.08;1.03;1.04;1.08;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
824;824;1.52;0.0374;0.1889;Inverno;1;12;15;6;RB966928;Descanso;16/05/2017;mF;4.65;17.5;3.5;0.795;7.635;4.43;29.5;1.015;0.0;0.0;12.86;42.5;29.5;6.1;0.0;0.0;0.0;1.04;1.0;1.0;0.0;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
825;825;6.75;0.0203;0.1205;Inverno;1;12;15;6;RB966928;Descanso;16/05/2017;mF;5.15;15.5;6.0;0.525;11.64;4.93;24.5;0.315;0.0;0.0;17.095;41.5;40.5;5.96;0.0;0.0;0.0;1.08;1.0;1.01;1.08;1.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
826;826;3.18;0.0397;0.0;Inverno;1;12;15;6;RB966928;Descanso;12/05/2017;mF;4.9;30.5;6.5;0.84;21.975;11.165;41.0;1.535;0.0;0.0;33.98;75.0;43.0;5.91;0.0;0.0;0.0;1.07;1.09;1.09;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
827;827;7.75;0.047;0.0;Inverno;1;12;15;6;RB966928;Descanso;12/05/2017;mE;5.05;20.0;6.5;0.625;14.63;6.57;37.0;0.705;0.0;0.0;21.825;59.0;36.0;6.59;0.0;0.0;0.0;1.07;1.09;1.08;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
828;828;0.2;0.0667;0.0;Inverno;1;12;15;6;RB966928;Descanso;12/05/2017;mE;5.05;20.0;6.5;0.625;14.63;6.57;37.0;0.705;0.0;0.0;21.825;59.0;36.0;6.67;0.0;0.0;0.0;1.07;1.09;1.09;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
829;829;1.53;0.0446;0.0114;Inverno;1;12;15;6;RB966928;Descanso;15/05/2017;mE;5.05;20.0;6.5;0.625;14.63;6.57;37.0;0.705;0.0;0.0;21.825;59.0;36.0;5.82;0.0;0.0;0.0;1.07;1.09;1.08;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
830;830;6.75;0.1681;0.1635;Inverno;1;12;15;6;RB966928;Descanso;13/05/2017;mE;5.05;20.0;6.5;0.625;14.63;6.57;37.0;0.705;0.0;0.0;21.825;59.0;36.0;6.58;0.0;0.0;0.0;1.07;1.09;1.08;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
831;831;11.08;0.069;0.0374;Inverno;2;12;15;6;RB966928;Descanso;13/05/2017;mA;4.85;27.5;4.0;1.135;20.63;8.365;49.0;0.605;0.0;0.0;30.13;79.0;36.0;6.11;0.0;0.0;0.0;1.07;1.09;1.08;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
832;832;4.44;0.0228;0.2912;Inverno;1;12;15;6;RB966928;Descanso;12/05/2017;mA;4.85;27.5;4.0;1.135;20.63;8.365;49.0;0.605;0.0;0.0;30.13;79.0;36.0;6.47;0.0;0.0;0.0;1.07;1.09;1.08;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
833;833;1.11;0.0143;0.1878;Inverno;1;12;15;6;RB966928;Descanso;15/05/2017;mF;4.9;30.5;6.5;0.84;21.975;11.165;41.0;1.535;0.0;0.0;33.98;75.0;43.0;6.44;0.0;0.0;0.0;1.07;1.09;1.08;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
834;834;1.52;0.0159;0.5;Inverno;1;12;15;6;RB966928;Descanso;15/05/2017;mF;4.75;17.5;5.0;1.095;13.215;6.16;24.0;0.495;0.0;0.0;20.47;44.5;45.5;;0.0;0.0;0.0;1.07;1.09;1.07;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
835;835;9.01;0.0506;0.0002;Inverno;1;12;15;6;RB966928;Descanso;13/05/2017;mF;4.75;17.5;5.0;1.095;13.215;6.16;24.0;0.495;0.0;0.0;20.47;44.5;45.5;;0.0;0.0;0.0;1.07;1.09;1.07;0.0;1.03;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
836;836;5.34;0.0173;0.055;Inverno;1;12;15;6;RB966928;Descanso;14/05/2017;mF;4.75;17.5;5.0;1.095;13.215;6.16;24.0;0.495;0.0;0.0;20.47;44.5;45.5;;0.0;0.0;0.0;0.96;1.09;1.07;0.96;0.0;0.0;0.0;23.33;28.11;18.55;81.19;96.83;65.55;0.99;16.75;292.7;116.0;-1;-1;-1
